"","Year","Country...territory.of.asylum.residence","Origin","Population.type","Value"
"4347",1988,"United Kingdom","Sierra Leone","Refugees (incl. refugee-like situations)","8"
"4348",1988,"United Kingdom","El Salvador","Refugees (incl. refugee-like situations)","51"
"4349",1988,"United Kingdom","Somalia","Refugees (incl. refugee-like situations)","411"
"4350",1988,"United Kingdom","Serbia and Kosovo (S/RES/1244 (1999))","Refugees (incl. refugee-like situations)","6"
"4351",1988,"United Kingdom","Seychelles","Refugees (incl. refugee-like situations)","49"
"4352",1988,"United Kingdom","Syrian Arab Rep.","Refugees (incl. refugee-like situations)","22"
"4353",1988,"United Kingdom","Turkey","Refugees (incl. refugee-like situations)","126"
"4354",1988,"United Kingdom","United Rep. of Tanzania","Refugees (incl. refugee-like situations)","5"
"4355",1988,"United Kingdom","Uganda","Refugees (incl. refugee-like situations)","905"
"4356",1988,"United Kingdom","Uruguay","Refugees (incl. refugee-like situations)","4"
"4357",1988,"United Kingdom","Stateless","Refugees (incl. refugee-like situations)","102"
"4358",1988,"United Kingdom","Various/Unknown","Refugees (incl. refugee-like situations)","22428"
"4359",1988,"United Kingdom","Yemen","Refugees (incl. refugee-like situations)","1"
"4360",1988,"United Kingdom","South Africa","Refugees (incl. refugee-like situations)","115"
"4361",1988,"United Kingdom","Zambia","Refugees (incl. refugee-like situations)","1"
"4362",1988,"United Kingdom","Zimbabwe","Refugees (incl. refugee-like situations)","3"
"4363",1988,"Ghana","Namibia","Refugees (incl. refugee-like situations)","50"
"4364",1988,"Ghana","Various/Unknown","Refugees (incl. refugee-like situations)","90"
"4365",1988,"Greece","Ethiopia","Refugees (incl. refugee-like situations)","950"
"4366",1988,"Greece","Iran (Islamic Rep. of)","Refugees (incl. refugee-like situations)","2180"
"4367",1988,"Greece","Iraq","Refugees (incl. refugee-like situations)","600"
"4368",1988,"Greece","Lebanon","Refugees (incl. refugee-like situations)","150"
"4369",1988,"Greece","Sri Lanka","Refugees (incl. refugee-like situations)","60"
"4370",1988,"Greece","Poland","Refugees (incl. refugee-like situations)","710"
"4371",1988,"Greece","Romania","Refugees (incl. refugee-like situations)","330"
"4372",1988,"Greece","Syrian Arab Rep.","Refugees (incl. refugee-like situations)","60"
"4373",1988,"Greece","Various/Unknown","Refugees (incl. refugee-like situations)","3222"
"4374",1988,"Guatemala","Nicaragua","Refugees (incl. refugee-like situations)","3042"
"4375",1988,"Guatemala","El Salvador","Refugees (incl. refugee-like situations)","10011"
"4376",1988,"Guatemala","Various/Unknown","Refugees (incl. refugee-like situations)","210047"
"4377",1988,"China, Hong Kong SAR","Various/Unknown","Refugees (incl. refugee-like situations)","15359"
"4378",1988,"Honduras","Guatemala","Refugees (incl. refugee-like situations)","1015"
"4379",1988,"Honduras","Nicaragua","Refugees (incl. refugee-like situations)","41400"
"4380",1988,"Honduras","Nicaragua","Returnees","10070"
"4381",1988,"Honduras","El Salvador","Refugees (incl. refugee-like situations)","17279"
"4382",1988,"Honduras","El Salvador","Returnees","2490"
"4383",1988,"Honduras","Various/Unknown","Refugees (incl. refugee-like situations)","177406"
"4384",1988,"Indonesia","Cambodia","Refugees (incl. refugee-like situations)","80"
"4385",1988,"Indonesia","Viet Nam","Refugees (incl. refugee-like situations)","2354"
"4386",1988,"India","Afghanistan","Refugees (incl. refugee-like situations)","4891"
"4387",1988,"India","Afghanistan","Returnees","660"
"4388",1988,"India","Iran (Islamic Rep. of)","Refugees (incl. refugee-like situations)","1660"
"4389",1988,"India","Iran (Islamic Rep. of)","Returnees","520"
"4390",1988,"India","Various/Unknown","Refugees (incl. refugee-like situations)","94"
"4391",1988,"Ireland","Various/Unknown","Refugees (incl. refugee-like situations)","480"
"4392",1988,"Iran (Islamic Rep. of)","Afghanistan","Refugees (incl. refugee-like situations)","2350000"
"4393",1988,"Iran (Islamic Rep. of)","Iraq","Refugees (incl. refugee-like situations)","500000"
"4394",1988,"Iran (Islamic Rep. of)","Iraq","Returnees","44000"
"4395",1988,"Italy","Afghanistan","Refugees (incl. refugee-like situations)","554"
"4396",1988,"Italy","Angola","Refugees (incl. refugee-like situations)","45"
"4397",1988,"Italy","Albania","Refugees (incl. refugee-like situations)","63"
"4398",1988,"Italy","Argentina","Refugees (incl. refugee-like situations)","36"
"4399",1988,"Italy","Armenia","Refugees (incl. refugee-like situations)","1"
"4400",1988,"Italy","Bangladesh","Refugees (incl. refugee-like situations)","2"
"4401",1988,"Italy","Bulgaria","Refugees (incl. refugee-like situations)","121"
"4402",1988,"Italy","Bolivia (Plurinational State of)","Refugees (incl. refugee-like situations)","1"
"4403",1988,"Italy","Brazil","Refugees (incl. refugee-like situations)","1"
"4404",1988,"Italy","Chile","Refugees (incl. refugee-like situations)","100"
"4405",1988,"Italy","China","Refugees (incl. refugee-like situations)","24"
"4406",1988,"Italy","C̫te d'Ivoire","Refugees (incl. refugee-like situations)","1"
"4407",1988,"Italy","Dem. Rep. of the Congo","Refugees (incl. refugee-like situations)","48"
"4408",1988,"Italy","Cuba","Refugees (incl. refugee-like situations)","6"
"4409",1988,"Italy","Czech Rep.","Refugees (incl. refugee-like situations)","380"
"4410",1988,"Italy","Algeria","Refugees (incl. refugee-like situations)","1"
"4411",1988,"Italy","Egypt","Refugees (incl. refugee-like situations)","9"
"4412",1988,"Italy","Eritrea","Refugees (incl. refugee-like situations)","133"
"4413",1988,"Italy","Ethiopia","Refugees (incl. refugee-like situations)","1009"
"4414",1988,"Italy","Ghana","Refugees (incl. refugee-like situations)","127"
"4415",1988,"Italy","Guinea-Bissau","Refugees (incl. refugee-like situations)","2"
"4416",1988,"Italy","Honduras","Refugees (incl. refugee-like situations)","1"
"4417",1988,"Italy","Hungary","Refugees (incl. refugee-like situations)","296"
"4418",1988,"Italy","Iran (Islamic Rep. of)","Refugees (incl. refugee-like situations)","2661"
"4419",1988,"Italy","Iraq","Refugees (incl. refugee-like situations)","588"
"4420",1988,"Italy","Israel","Refugees (incl. refugee-like situations)","1"
"4421",1988,"Italy","Jordan","Refugees (incl. refugee-like situations)","7"
"4422",1988,"Italy","Cambodia","Refugees (incl. refugee-like situations)","209"
"4423",1988,"Italy","Lao People's Dem. Rep.","Refugees (incl. refugee-like situations)","114"
"4424",1988,"Italy","Lebanon","Refugees (incl. refugee-like situations)","10"
"4425",1988,"Italy","Liberia","Refugees (incl. refugee-like situations)","7"
"4426",1988,"Italy","Libya","Refugees (incl. refugee-like situations)","219"
"4427",1988,"Italy","Sri Lanka","Refugees (incl. refugee-like situations)","72"
"4428",1988,"Italy","Morocco","Refugees (incl. refugee-like situations)","3"
"4429",1988,"Italy","Mauritania","Refugees (incl. refugee-like situations)","2"
"4430",1988,"Italy","Namibia","Refugees (incl. refugee-like situations)","6"
"4431",1988,"Italy","Nigeria","Refugees (incl. refugee-like situations)","3"
"4432",1988,"Italy","Pakistan","Refugees (incl. refugee-like situations)","1"
"4433",1988,"Italy","Poland","Refugees (incl. refugee-like situations)","964"
"4434",1988,"Italy","Palestinian","Refugees (incl. refugee-like situations)","14"
"4435",1988,"Italy","Romania","Refugees (incl. refugee-like situations)","868"
"4436",1988,"Italy","Russian Federation","Refugees (incl. refugee-like situations)","7125"
"4437",1988,"Italy","Sudan","Refugees (incl. refugee-like situations)","37"
"4438",1988,"Italy","Senegal","Refugees (incl. refugee-like situations)","5"
"4439",1988,"Italy","El Salvador","Refugees (incl. refugee-like situations)","7"
"4440",1988,"Italy","Somalia","Refugees (incl. refugee-like situations)","64"
"4441",1988,"Italy","Serbia and Kosovo (S/RES/1244 (1999))","Refugees (incl. refugee-like situations)","41"
"4442",1988,"Italy","Seychelles","Refugees (incl. refugee-like situations)","2"
"4443",1988,"Italy","Syrian Arab Rep.","Refugees (incl. refugee-like situations)","27"
"4444",1988,"Italy","Chad","Refugees (incl. refugee-like situations)","8"
"4445",1988,"Italy","Togo","Refugees (incl. refugee-like situations)","5"
"4446",1988,"Italy","Tunisia","Refugees (incl. refugee-like situations)","7"
"4447",1988,"Italy","Turkey","Refugees (incl. refugee-like situations)","24"
"4448",1988,"Italy","Uganda","Refugees (incl. refugee-like situations)","25"
"4449",1988,"Italy","Uruguay","Refugees (incl. refugee-like situations)","28"
"4450",1988,"Italy","Viet Nam","Refugees (incl. refugee-like situations)","3113"
"4451",1988,"Italy","Stateless","Refugees (incl. refugee-like situations)","26"
"4452",1988,"Italy","Various/Unknown","Refugees (incl. refugee-like situations)","18"
"4453",1988,"Italy","South Africa","Refugees (incl. refugee-like situations)","2"
"4454",1988,"Japan","Viet Nam","Refugees (incl. refugee-like situations)","6110"
"4455",1988,"Kenya","Dem. Rep. of the Congo","Refugees (incl. refugee-like situations)","60"
"4456",1988,"Kenya","Ethiopia","Refugees (incl. refugee-like situations)","2720"
"4457",1988,"Kenya","Mozambique","Refugees (incl. refugee-like situations)","270"
"4458",1988,"Kenya","Rwanda","Refugees (incl. refugee-like situations)","2030"
"4459",1988,"Kenya","Sudan","Refugees (incl. refugee-like situations)","240"
"4460",1988,"Kenya","Somalia","Refugees (incl. refugee-like situations)","680"
"4461",1988,"Kenya","Uganda","Refugees (incl. refugee-like situations)","6590"
"4462",1988,"Kenya","Uganda","Returnees","460"
"4463",1988,"Kenya","Various/Unknown","Refugees (incl. refugee-like situations)","90"
"4464",1988,"Kenya","South Africa","Refugees (incl. refugee-like situations)","130"
"4465",1988,"Rep. of Korea","Viet Nam","Refugees (incl. refugee-like situations)","120"
"4466",1988,"Lebanon","Afghanistan","Refugees (incl. refugee-like situations)","50"
"4467",1988,"Lebanon","Armenia","Refugees (incl. refugee-like situations)","300"
"4468",1988,"Lebanon","Iraq","Refugees (incl. refugee-like situations)","3500"
"4469",1988,"Lebanon","Syrian Arab Rep.","Refugees (incl. refugee-like situations)","520"
"4470",1988,"Lebanon","Stateless","Refugees (incl. refugee-like situations)","50"
"4471",1988,"Liberia","Various/Unknown","Refugees (incl. refugee-like situations)","80"
"4472",1988,"Lesotho","South Africa","Refugees (incl. refugee-like situations)","4230"
"4473",1988,"China, Macao SAR","Viet Nam","Refugees (incl. refugee-like situations)","440"
"4474",1988,"Morocco","Various/Unknown","Refugees (incl. refugee-like situations)","800"
"4475",1988,"Mexico","Guatemala","Refugees (incl. refugee-like situations)","44964"
"4476",1988,"Mexico","Guatemala","Returnees","1900"
"4477",1988,"Mexico","El Salvador","Refugees (incl. refugee-like situations)","119894"
"4478",1988,"Mexico","Various/Unknown","Refugees (incl. refugee-like situations)","191542"
"4479",1988,"Mexico","Various/Unknown","Returnees","160"
"4480",1988,"Mali","Guinea","Refugees (incl. refugee-like situations)","50"
"4481",1988,"Mozambique","Chile","Refugees (incl. refugee-like situations)","130"
"4482",1988,"Mozambique","Indonesia","Refugees (incl. refugee-like situations)","60"
"4483",1988,"Mozambique","Various/Unknown","Refugees (incl. refugee-like situations)","40"
"4484",1988,"Mozambique","South Africa","Refugees (incl. refugee-like situations)","160"
"4485",1988,"Malawi","Mozambique","Refugees (incl. refugee-like situations)","628133"
"4486",1988,"Malawi","Mozambique","Returnees","4010"
"4487",1988,"Malaysia","Cambodia","Refugees (incl. refugee-like situations)","160"
"4488",1988,"Malaysia","Philippines","Refugees (incl. refugee-like situations)","90000"
"4489",1988,"Malaysia","Viet Nam","Refugees (incl. refugee-like situations)","14210"
"4490",1988,"Malaysia","Various/Unknown","Refugees (incl. refugee-like situations)","183"
"4491",1988,"Nigeria","Ethiopia","Refugees (incl. refugee-like situations)","60"
"4492",1988,"Nigeria","Ghana","Refugees (incl. refugee-like situations)","360"
"4493",1988,"Nigeria","Iran (Islamic Rep. of)","Refugees (incl. refugee-like situations)","70"
"4494",1988,"Nigeria","Sri Lanka","Refugees (incl. refugee-like situations)","60"
"4495",1988,"Nigeria","Sri Lanka","Returnees","100"
"4496",1988,"Nigeria","Namibia","Refugees (incl. refugee-like situations)","130"
"4497",1988,"Nigeria","Chad","Refugees (incl. refugee-like situations)","4283"
"4498",1988,"Nigeria","Chad","Returnees","120"
"4499",1988,"Nigeria","Various/Unknown","Refugees (incl. refugee-like situations)","150"
"4500",1988,"Nigeria","South Africa","Refugees (incl. refugee-like situations)","60"
"4501",1988,"Nicaragua","Guatemala","Refugees (incl. refugee-like situations)","494"
"4502",1988,"Nicaragua","El Salvador","Refugees (incl. refugee-like situations)","7910"
"4503",1988,"Nicaragua","El Salvador","Returnees","670"
"4504",1988,"Nicaragua","Various/Unknown","Refugees (incl. refugee-like situations)","7596"
"4505",1988,"Netherlands","Various/Unknown","Refugees (incl. refugee-like situations)","25963"
"4506",1988,"Norway","Various/Unknown","Refugees (incl. refugee-like situations)","10952"
"4507",1988,"Nepal","Tibetan","Refugees (incl. refugee-like situations)","15800"
"4508",1988,"New Zealand","Various/Unknown","Refugees (incl. refugee-like situations)","4150"
"4509",1988,"Pakistan","Afghanistan","Refugees (incl. refugee-like situations)","3254393"
"4510",1988,"Pakistan","Iran (Islamic Rep. of)","Refugees (incl. refugee-like situations)","2944"
"4511",1988,"Pakistan","Iran (Islamic Rep. of)","Returnees","350"
"4512",1988,"Pakistan","Iraq","Refugees (incl. refugee-like situations)","240"
"4513",1988,"Panama","Chile","Refugees (incl. refugee-like situations)","180"
"4514",1988,"Panama","Nicaragua","Refugees (incl. refugee-like situations)","513"
"4515",1988,"Panama","El Salvador","Refugees (incl. refugee-like situations)","978"
"4516",1988,"Panama","Various/Unknown","Refugees (incl. refugee-like situations)","321"
"4517",1988,"Peru","Various/Unknown","Refugees (incl. refugee-like situations)","654"
"4518",1988,"Philippines","Viet Nam","Refugees (incl. refugee-like situations)","5031"
"4519",1988,"Philippines","Various/Unknown","Refugees (incl. refugee-like situations)","16078"
"4520",1988,"Papua New Guinea","Indonesia","Refugees (incl. refugee-like situations)","9241"
"4521",1988,"Papua New Guinea","Indonesia","Returnees","450"
"4522",1988,"Portugal","Various/Unknown","Refugees (incl. refugee-like situations)","789"
"4523",1988,"Paraguay","Various/Unknown","Refugees (incl. refugee-like situations)","50"
"4524",1988,"Rwanda","Burundi","Refugees (incl. refugee-like situations)","22197"
"4525",1988,"Rwanda","Burundi","Returnees","53000"
"4526",1988,"Rwanda","Various/Unknown","Refugees (incl. refugee-like situations)","5"
"4527",1988,"Sudan","Dem. Rep. of the Congo","Refugees (incl. refugee-like situations)","5000"
"4528",1988,"Sudan","Ethiopia","Refugees (incl. refugee-like situations)","660000"
"4529",1988,"Sudan","Chad","Refugees (incl. refugee-like situations)","70000"
"4530",1988,"Sudan","Uganda","Refugees (incl. refugee-like situations)","10000"
"4531",1988,"Sudan","Uganda","Returnees","83500"
"4532",1988,"Senegal","Guinea-Bissau","Refugees (incl. refugee-like situations)","4999"
"4533",1988,"Senegal","Various/Unknown","Refugees (incl. refugee-like situations)","204"
"4534",1988,"Singapore","Viet Nam","Refugees (incl. refugee-like situations)","320"
"4535",1988,"Sierra Leone","Namibia","Refugees (incl. refugee-like situations)","60"
"4536",1988,"El Salvador","Nicaragua","Refugees (incl. refugee-like situations)","350"
"4537",1988,"El Salvador","Nicaragua","Returnees","250"
"4538",1988,"El Salvador","Various/Unknown","Refugees (incl. refugee-like situations)","20000"
"4539",1988,"Somalia","Ethiopia","Refugees (incl. refugee-like situations)","834000"
"4540",1988,"Somalia","Ethiopia","Returnees","1850"
"4541",1988,"Serbia and Kosovo (S/RES/1244 (1999))","Romania","Refugees (incl. refugee-like situations)","700"
